student_id,age,gender,study_hours_per_week,attendance_percentage,internet_access,parental_education_level,family_income_level,extra_classes,sleep_hours_per_day,previous_exam_score,final_exam_score,result
3183,14,Female,3,99,1,Secondary,Low,1,8.2,30.9,34.8,Fail
3184,16,Male,29,96,0,Secondary,High,1,4.3,65.6,41.9,Pass
3185,16,Female,18,51,1,Primary,Medium,1,7.0,45.0,48.0,Pass
3186,16,Female,20,63,0,Secondary,High,0,7.6,40.4,40.9,Pass
3187,18,Male,15,81,1,No Schooling,High,0,8.9,49.6,39.8,Fail
3188,18,Male,14,91,1,Higher Secondary,Medium,1,8.0,52.4,42.6,Pass
3189,18,Female,2,81,0,Primary,Medium,1,5.4,37.5,31.1,Fail
3190,15,Female,17,77,0,Secondary,Medium,1,7.5,57.4,62.3,Pass
3191,18,Female,22,97,0,Graduate,Low,0,7.8,58.9,55.0,Pass
3192,16,Female,26,88,0,Higher Secondary,Medium,1,7.6,82.8,84.3,Pass
3193,16,Female,8,89,0,Primary,Low,1,8.1,34.4,43.3,Pass
3194,15,Female,10,91,0,Graduate,Medium,1,8.5,57.4,55.3,Pass
3195,15,Male,26,96,1,Graduate,Low,0,4.5,72.4,62.8,Pass
3196,18,Female,18,89,1,Secondary,Medium,1,4.5,57.8,50.5,Pass
3197,17,Female,25,62,1,Primary,Medium,0,8.0,70.4,74.5,Pass
3198,15,Female,29,61,1,Secondary,High,1,5.3,75.4,69.1,Pass
3199,14,Female,19,57,0,No Schooling,Medium,1,4.3,39.8,49.4,Pass
3200,16,Male,8,64,1,Graduate,High,0,6.0,37.8,27.4,Fail
3201,14,Male,28,75,1,No Schooling,Medium,0,8.1,71.1,77.8,Pass
3202,16,Female,8,61,0,Secondary,Medium,1,4.6,45.4,46.4,Pass
3203,16,Female,3,92,1,Higher Secondary,High,1,7.4,46.0,40.4,Pass
3204,15,Female,3,100,0,Graduate,High,0,4.0,41.1,23.9,Fail
3205,15,Male,12,95,0,Higher Secondary,Low,0,4.5,42.1,27.2,Fail
3206,14,Male,22,76,0,Primary,High,1,5.8,58.7,50.9,Pass
3207,16,Male,17,67,1,Graduate,Low,0,4.4,46.1,50.4,Pass
3208,14,Male,4,94,0,No Schooling,Medium,0,8.2,18.2,22.3,Fail
3209,17,Male,17,85,1,Higher Secondary,High,1,8.3,71.9,61.9,Pass
3210,14,Male,14,98,1,Primary,High,1,7.8,47.2,52.1,Pass
3211,18,Female,19,100,1,Graduate,Medium,1,5.2,69.2,47.1,Pass
3212,14,Male,9,76,0,Primary,Medium,0,6.6,33.0,32.8,Fail
3213,18,Male,21,58,0,No Schooling,Medium,1,4.9,51.5,44.7,Pass
3214,18,Female,12,88,0,Graduate,Medium,1,5.4,56.2,39.0,Fail
3215,18,Male,5,50,1,Primary,High,0,6.6,17.7,18.4,Fail
3216,17,Female,11,56,1,Secondary,Medium,1,7.7,45.9,65.4,Pass
3217,14,Male,20,75,0,Graduate,Medium,0,4.5,57.2,60.8,Pass
3218,14,Female,3,56,1,Graduate,High,0,5.5,16.5,9.9,Fail
3219,17,Female,21,56,0,Graduate,Low,1,8.6,62.4,74.2,Pass
3220,16,Female,15,57,0,Graduate,High,1,6.1,58.3,43.8,Pass
3221,15,Female,14,65,1,Secondary,Low,0,8.7,63.7,72.0,Pass
3222,14,Female,11,52,1,No Schooling,Medium,1,9.0,37.5,35.0,Fail
3223,15,Male,20,94,0,Secondary,High,0,6.6,60.1,60.9,Pass
3224,17,Male,8,59,1,Secondary,Medium,0,5.4,35.2,50.7,Pass
3225,16,Female,4,99,0,Primary,High,1,8.0,47.4,38.4,Fail
3226,16,Female,27,56,0,Higher Secondary,Low,1,4.8,79.8,89.9,Pass
3227,16,Female,12,70,1,Higher Secondary,High,0,5.3,46.9,43.5,Pass
3228,17,Male,8,86,0,Primary,Medium,0,7.9,42.9,40.9,Pass
3229,18,Female,6,80,1,Secondary,High,1,6.2,30.1,23.2,Fail
3230,18,Female,15,72,0,Primary,Medium,0,5.0,64.6,68.1,Pass
3231,15,Female,12,76,1,Graduate,High,0,7.3,39.0,37.8,Fail
3232,18,Female,16,71,1,Primary,Low,0,7.7,21.7,50.3,Pass
3233,18,Male,16,88,0,Primary,High,1,4.6,32.6,32.9,Fail
3234,16,Female,27,76,1,Graduate,High,0,5.4,69.6,66.2,Pass
3235,16,Female,21,98,1,Higher Secondary,High,0,5.1,51.2,61.7,Pass
3236,15,Male,20,53,0,Graduate,High,1,5.9,51.4,53.1,Pass
3237,14,Female,20,73,1,No Schooling,Low,0,7.8,40.0,51.7,Pass
3238,15,Female,28,72,0,Primary,Medium,0,7.6,66.7,61.1,Pass
3239,15,Male,4,97,1,Primary,High,1,7.3,48.7,42.1,Pass
3240,17,Male,11,68,0,Higher Secondary,High,1,4.0,43.7,42.8,Pass
3241,17,Male,13,91,0,Secondary,High,1,4.7,44.8,56.7,Pass
3242,15,Female,29,52,0,Graduate,Low,1,5.1,72.9,69.2,Pass
3243,15,Female,9,76,0,Secondary,Medium,1,5.4,37.3,38.8,Fail
3244,15,Male,4,52,1,No Schooling,Medium,0,4.7,22.7,32.1,Fail
3245,18,Male,12,77,0,Graduate,High,0,6.1,36.0,38.9,Fail
3246,17,Male,9,66,1,No Schooling,High,1,4.4,38.6,44.3,Pass
3247,15,Female,13,80,0,No Schooling,Medium,0,7.8,62.2,77.1,Pass
3248,16,Female,16,59,1,No Schooling,High,1,7.9,49.7,52.3,Pass
3249,16,Male,26,98,0,Graduate,High,0,6.9,55.7,73.1,Pass
3250,18,Female,6,71,1,Graduate,High,0,4.4,23.7,28.4,Fail
3251,18,Male,10,79,1,Higher Secondary,Low,0,8.5,38.9,48.4,Pass
3252,14,Female,13,98,0,Primary,Low,1,8.8,46.0,54.2,Pass
3253,14,Female,7,70,0,Secondary,Medium,1,5.0,46.0,47.7,Pass
3254,14,Female,28,85,0,Secondary,Low,1,7.5,58.3,74.4,Pass
3255,18,Female,26,72,1,No Schooling,Low,0,8.2,62.4,67.5,Pass
3256,18,Male,19,87,1,Graduate,Medium,1,6.7,72.7,62.4,Pass
3257,18,Female,24,61,1,Graduate,Low,0,5.6,51.0,59.9,Pass
3258,16,Female,19,74,1,No Schooling,Medium,0,6.4,58.1,46.1,Pass
3259,18,Male,17,69,0,Primary,High,1,6.6,50.8,56.9,Pass
3260,16,Female,13,98,0,Secondary,Medium,0,6.0,48.6,52.7,Pass
3261,14,Male,13,98,0,Higher Secondary,Medium,0,8.6,54.0,51.7,Pass
3262,14,Male,26,91,0,Primary,Medium,0,7.7,47.7,59.0,Pass
3263,14,Female,28,56,1,Graduate,High,1,5.2,78.8,83.2,Pass
3264,15,Female,21,78,1,No Schooling,High,1,6.9,43.9,57.4,Pass
3265,15,Male,2,97,0,Secondary,High,1,7.4,48.5,47.0,Pass
3266,17,Male,10,78,1,No Schooling,Medium,0,4.7,45.7,47.3,Pass
3267,17,Male,22,62,0,Graduate,Medium,0,5.8,56.3,59.2,Pass
3268,17,Female,13,52,1,No Schooling,Medium,1,8.5,59.2,56.0,Pass
3269,15,Male,26,51,1,Secondary,Medium,0,6.8,69.1,73.8,Pass
3270,15,Male,9,65,1,No Schooling,Medium,1,5.1,49.1,54.4,Pass
3271,17,Male,1,79,1,Secondary,Medium,1,4.6,30.3,26.6,Fail
3272,17,Female,14,87,1,No Schooling,Medium,1,6.6,51.5,60.5,Pass
3273,18,Male,29,55,1,No Schooling,Low,1,6.7,76.4,60.8,Pass
3274,17,Female,16,94,0,Secondary,High,0,5.7,56.7,56.2,Pass
3275,18,Female,20,56,1,No Schooling,Low,0,7.2,52.8,57.0,Pass
3276,16,Male,15,54,0,Primary,High,0,4.3,38.1,26.7,Fail
3277,15,Female,1,56,0,Higher Secondary,Medium,1,4.7,19.2,5.8,Fail
3278,17,Male,17,83,0,Primary,Low,0,6.7,36.5,47.2,Pass
3279,15,Female,24,81,0,Higher Secondary,Medium,1,4.3,71.7,68.2,Pass
3280,15,Female,13,98,0,Primary,Low,1,8.4,52.1,58.1,Pass
3281,15,Male,27,62,0,Higher Secondary,Low,1,4.7,61.6,43.4,Pass
3282,16,Male,15,79,1,No Schooling,Medium,0,7.4,31.1,48.1,Pass
3283,14,Male,16,74,1,Secondary,Low,1,6.0,55.1,61.7,Pass
3284,17,Female,16,70,1,Secondary,Low,0,6.0,34.4,29.6,Fail
3285,14,Female,2,70,0,Graduate,High,0,7.8,19.7,34.0,Fail
3286,14,Male,17,77,0,Higher Secondary,Medium,0,6.5,56.5,69.6,Pass
3287,14,Male,11,97,0,Graduate,Medium,0,7.6,46.2,35.0,Fail
3288,15,Female,8,69,1,Graduate,Low,0,6.5,34.6,35.8,Fail
3289,18,Female,20,83,1,Higher Secondary,Medium,0,7.0,50.6,56.3,Pass
3290,15,Female,3,54,1,Secondary,High,0,7.8,18.2,8.3,Fail
3291,15,Male,29,67,0,Higher Secondary,High,0,7.0,79.5,76.7,Pass
3292,14,Female,12,88,0,No Schooling,Medium,1,7.1,57.2,63.7,Pass
3293,15,Male,20,92,0,Graduate,Medium,1,7.9,58.0,53.4,Pass
3294,14,Female,16,60,1,Graduate,High,0,8.7,43.9,64.2,Pass
3295,18,Female,14,66,0,Higher Secondary,Medium,0,5.9,43.3,47.2,Pass
3296,17,Male,16,97,0,Graduate,Low,0,6.9,57.5,49.2,Pass
3297,14,Male,27,94,0,Secondary,Medium,0,4.4,68.5,68.3,Pass
3298,18,Male,21,71,0,Graduate,Low,0,5.8,35.1,33.1,Fail
3299,17,Female,17,86,1,Higher Secondary,High,1,6.1,59.0,59.7,Pass
3300,16,Female,11,69,1,Secondary,Medium,0,8.2,39.3,40.7,Pass
3301,14,Female,17,97,0,Secondary,High,0,6.6,75.2,63.2,Pass
3302,14,Male,19,97,0,Graduate,Medium,0,7.7,84.5,63.6,Pass
3303,16,Female,22,97,1,Higher Secondary,Low,1,4.1,76.5,67.8,Pass
3304,16,Male,1,95,1,Graduate,Medium,1,6.3,31.2,28.7,Fail
3305,14,Male,27,55,0,No Schooling,High,0,8.5,63.8,59.1,Pass
3306,16,Male,12,83,1,No Schooling,Low,1,5.1,33.9,44.7,Pass
3307,15,Female,15,63,1,Secondary,Medium,1,4.2,44.1,45.7,Pass
3308,17,Female,18,97,0,Graduate,High,1,6.2,44.8,41.9,Pass
3309,17,Male,28,72,1,No Schooling,High,1,7.5,77.1,76.9,Pass
3310,17,Female,23,69,1,Primary,Medium,1,6.3,51.1,63.3,Pass
3311,15,Male,14,62,1,No Schooling,High,1,6.3,44.7,56.5,Pass
3312,16,Male,1,96,1,Graduate,Low,1,7.3,37.9,45.0,Pass
3313,18,Female,13,93,0,Graduate,Medium,1,5.3,52.1,62.4,Pass
3314,16,Male,15,90,1,No Schooling,Low,0,7.8,47.8,39.4,Fail
3315,14,Male,7,81,1,Graduate,High,0,4.8,41.2,30.4,Fail
3316,17,Female,15,75,0,Graduate,High,1,6.0,37.5,30.5,Fail
3317,16,Male,20,99,1,Primary,High,1,7.3,85.1,84.5,Pass
3318,18,Male,10,63,0,Secondary,Low,0,8.1,23.6,30.5,Fail
3319,14,Male,14,85,0,Graduate,High,0,8.0,46.9,59.0,Pass
3320,15,Male,6,57,1,Higher Secondary,Medium,1,7.6,40.3,26.8,Fail
3321,15,Male,14,89,1,Secondary,Medium,0,5.8,57.5,47.1,Pass
3322,18,Male,24,71,1,Secondary,High,1,4.6,73.1,62.2,Pass
3323,14,Male,25,71,1,Higher Secondary,Medium,0,5.1,45.9,63.6,Pass
3324,17,Female,22,65,1,No Schooling,Low,1,8.3,51.3,63.9,Pass
3325,16,Female,12,76,0,Primary,Low,0,8.3,42.2,28.6,Fail
3326,14,Male,11,59,1,Graduate,High,1,8.8,47.0,43.8,Pass
3327,15,Male,29,74,0,No Schooling,Medium,0,4.4,78.3,83.1,Pass
3328,18,Female,25,80,1,Higher Secondary,Medium,0,6.7,59.4,72.6,Pass
3329,18,Female,20,70,0,Primary,High,1,7.2,47.0,56.1,Pass
3330,16,Female,22,76,1,Primary,Low,1,7.6,58.3,63.1,Pass
3331,18,Female,24,66,1,Primary,High,0,7.2,81.4,69.2,Pass
3332,18,Female,25,82,1,Higher Secondary,Medium,0,7.9,80.1,86.1,Pass
3333,14,Male,19,80,1,No Schooling,Medium,1,5.8,58.8,47.9,Pass
3334,17,Female,2,99,1,Graduate,High,0,4.9,48.5,23.7,Fail
3335,16,Female,22,91,0,Primary,Low,0,5.0,54.6,58.0,Pass
3336,14,Female,20,75,1,Primary,Low,0,4.1,65.0,56.4,Pass
3337,17,Male,1,70,1,No Schooling,High,0,5.8,11.7,20.6,Fail
3338,14,Male,8,85,1,Primary,Medium,0,4.5,44.1,42.1,Pass
3339,14,Male,25,50,0,Primary,Low,1,5.6,67.7,81.0,Pass
3340,18,Male,14,53,1,Higher Secondary,High,0,7.1,36.6,44.9,Pass
3341,17,Male,9,53,0,Secondary,Medium,0,8.5,35.5,47.2,Pass
3342,16,Male,2,75,1,No Schooling,Low,1,8.2,27.9,21.4,Fail
3343,16,Female,25,53,0,No Schooling,Low,1,5.3,61.4,68.9,Pass
3344,17,Male,23,98,1,No Schooling,High,1,4.7,67.1,62.1,Pass
3345,18,Male,5,58,1,Higher Secondary,Medium,1,5.0,41.1,30.7,Fail
3346,15,Female,23,79,0,Higher Secondary,Low,1,8.9,50.6,52.2,Pass
3347,14,Male,29,100,1,Graduate,High,0,6.7,66.3,83.4,Pass
3348,18,Female,25,94,0,Higher Secondary,Low,0,4.9,78.8,73.1,Pass
3349,17,Female,8,53,1,No Schooling,Medium,0,8.2,6.3,13.7,Fail
3350,14,Male,16,54,1,Graduate,Low,1,6.0,41.8,50.5,Pass
3351,16,Female,22,94,0,Secondary,Medium,1,8.5,64.8,63.2,Pass
3352,15,Female,16,72,1,Primary,Low,1,5.3,57.1,47.0,Pass
3353,16,Female,13,65,0,Primary,Low,0,6.0,34.2,61.3,Pass
3354,17,Female,20,71,0,Graduate,High,0,6.5,40.0,38.1,Fail
3355,14,Male,29,86,1,Secondary,Low,0,8.5,84.6,99.1,Pass
3356,17,Female,15,57,1,Primary,Medium,0,8.3,53.1,47.3,Pass
3357,14,Male,1,97,1,Graduate,High,0,6.9,29.8,32.0,Fail
3358,18,Female,22,82,0,Higher Secondary,Medium,0,5.1,39.7,46.7,Pass
3359,15,Female,3,87,0,No Schooling,Medium,1,6.0,38.7,38.7,Fail
3360,18,Female,6,92,1,Secondary,High,0,8.9,41.4,29.3,Fail
3361,18,Male,22,65,0,Primary,Medium,0,7.0,45.8,41.4,Pass
3362,17,Male,14,54,0,No Schooling,Low,0,7.9,17.6,37.4,Fail
3363,15,Male,4,65,0,Graduate,High,0,6.2,22.8,10.1,Fail
3364,14,Female,18,56,0,Primary,Low,0,6.7,51.5,44.0,Pass
3365,14,Female,15,100,1,No Schooling,Low,1,6.1,69.7,60.4,Pass
3366,16,Female,9,50,1,Higher Secondary,Medium,0,7.5,31.1,24.5,Fail
3367,14,Female,18,58,1,Secondary,Medium,0,8.3,41.2,39.7,Fail
3368,17,Male,3,67,0,Graduate,Low,1,6.5,36.9,29.1,Fail
3369,18,Female,10,94,0,Primary,High,1,6.4,36.8,20.3,Fail
3370,18,Male,17,96,0,Higher Secondary,Low,0,5.7,40.8,33.7,Fail
3371,18,Female,7,52,0,Secondary,Low,0,4.9,25.2,37.3,Fail
3372,15,Male,15,73,1,Secondary,Medium,0,8.7,62.9,67.8,Pass
3373,14,Male,1,77,0,Higher Secondary,Medium,0,5.6,40.4,49.9,Pass
3374,17,Female,27,59,0,Primary,Low,0,8.0,45.0,63.0,Pass
3375,15,Female,25,58,1,Secondary,Low,1,7.6,58.5,74.6,Pass
3376,16,Male,27,62,1,Graduate,Medium,1,8.0,91.4,82.7,Pass
3377,17,Female,11,97,1,No Schooling,Low,0,8.7,41.7,42.8,Pass
3378,17,Female,17,84,0,Graduate,Medium,0,7.1,66.9,65.6,Pass
3379,17,Male,5,72,0,Secondary,Low,1,8.5,43.9,25.4,Fail
3380,18,Male,7,96,0,No Schooling,High,1,4.8,56.2,49.4,Pass
3381,17,Male,19,66,0,Higher Secondary,High,0,7.1,43.8,45.0,Pass
3382,14,Male,25,95,0,No Schooling,Low,0,7.9,61.8,62.9,Pass
3383,17,Female,24,56,0,No Schooling,Medium,0,5.4,43.7,59.9,Pass
3384,18,Male,29,65,1,No Schooling,Low,0,7.7,74.0,64.4,Pass
3385,17,Male,15,89,0,Secondary,Low,0,7.9,32.8,41.6,Pass
3386,16,Male,3,85,1,Primary,Medium,0,8.2,31.4,34.7,Fail
3387,16,Female,15,69,1,Secondary,Low,1,5.6,67.5,55.0,Pass
3388,18,Male,5,73,1,Primary,Medium,1,7.4,43.3,39.2,Fail
3389,14,Female,23,96,0,Higher Secondary,Low,1,5.5,78.3,72.7,Pass
3390,14,Male,12,54,0,Higher Secondary,Medium,1,7.7,22.8,39.7,Fail
3391,15,Male,20,94,1,Higher Secondary,Low,0,6.3,51.3,52.9,Pass
3392,18,Female,5,55,0,Higher Secondary,High,1,7.0,40.8,26.9,Fail
3393,17,Male,3,77,0,Higher Secondary,Medium,1,6.1,33.9,25.4,Fail
3394,18,Male,9,54,1,Graduate,High,0,4.8,22.3,23.5,Fail
3395,15,Female,26,98,0,Secondary,Medium,1,4.9,79.7,68.1,Pass
3396,18,Male,9,88,0,Primary,Medium,0,4.4,34.6,34.8,Fail
3397,18,Male,7,87,0,Higher Secondary,Medium,0,7.1,62.0,52.5,Pass
3398,15,Male,26,51,0,Graduate,Medium,1,8.2,65.3,70.5,Pass
3399,14,Male,2,92,1,Graduate,Low,1,4.1,29.4,17.0,Fail
3400,17,Female,23,88,1,Graduate,Low,1,4.3,77.7,71.2,Pass
3401,15,Male,23,70,0,Secondary,Medium,0,6.3,71.6,79.2,Pass
3402,16,Female,27,89,0,Higher Secondary,Low,1,7.7,72.1,76.5,Pass
3403,14,Male,21,86,0,Graduate,Medium,0,4.8,49.6,60.9,Pass
3404,16,Female,16,67,1,Graduate,Medium,1,5.4,52.5,51.7,Pass
3405,14,Male,9,97,0,Higher Secondary,High,0,5.2,36.5,30.2,Fail
3406,17,Female,13,95,0,Secondary,Medium,1,6.0,50.4,54.7,Pass
3407,17,Male,28,61,1,Graduate,Medium,1,5.1,54.4,49.9,Pass
3408,18,Female,27,66,0,Primary,Low,0,5.8,69.1,65.6,Pass
3409,16,Female,19,86,1,No Schooling,Medium,1,7.6,50.8,53.7,Pass
3410,14,Male,20,95,0,No Schooling,Medium,1,7.1,69.6,71.5,Pass
3411,17,Female,17,87,1,No Schooling,High,0,4.4,51.6,60.0,Pass
3412,15,Male,6,64,0,Secondary,Low,1,7.2,35.4,41.5,Pass
3413,17,Male,4,56,0,Graduate,Low,1,6.4,23.1,30.7,Fail
3414,15,Male,1,63,1,No Schooling,High,0,8.7,25.4,33.4,Fail
3415,14,Male,18,99,1,No Schooling,Medium,1,5.4,69.0,70.3,Pass
3416,17,Male,19,50,1,Higher Secondary,High,0,7.6,43.0,41.0,Pass
3417,17,Female,9,87,1,Graduate,Low,1,7.7,30.3,52.3,Pass
3418,14,Male,13,52,1,Graduate,High,1,5.1,46.5,53.3,Pass
3419,17,Male,8,86,0,Higher Secondary,Low,0,8.5,41.7,40.2,Pass
3420,15,Male,23,93,1,Graduate,High,1,6.5,56.1,62.8,Pass
3421,17,Male,13,80,1,Primary,Medium,0,7.4,36.7,30.8,Fail
3422,16,Male,15,92,1,Secondary,Medium,0,4.7,49.6,45.3,Pass
3423,18,Male,11,62,1,Higher Secondary,Low,1,5.3,20.2,24.5,Fail
3424,15,Female,12,97,0,No Schooling,High,0,6.9,54.2,47.0,Pass
3425,16,Female,14,67,0,Graduate,Low,1,5.6,41.2,49.2,Pass
3426,14,Male,4,66,0,Primary,Medium,0,6.5,28.7,29.1,Fail
3427,15,Female,1,66,0,Primary,Low,1,5.9,15.7,7.7,Fail
3428,18,Male,24,60,0,Secondary,Medium,1,7.2,79.2,66.0,Pass
3429,18,Male,4,69,1,Primary,Low,0,6.4,15.5,4.5,Fail
3430,14,Male,19,59,0,Graduate,High,1,4.0,46.2,54.8,Pass
3431,14,Male,9,78,0,Graduate,Medium,1,7.2,53.9,46.4,Pass
3432,15,Male,10,97,1,Primary,Low,1,6.1,40.6,45.7,Pass
3433,17,Female,4,83,1,Graduate,Medium,0,5.7,34.8,56.0,Pass
3434,14,Female,20,66,0,Graduate,High,1,4.5,61.1,50.9,Pass
3435,17,Female,9,91,0,No Schooling,Medium,1,5.1,30.7,34.4,Fail
3436,16,Female,13,62,1,Higher Secondary,High,0,5.1,34.4,48.7,Pass
3437,18,Male,12,93,0,Graduate,Medium,1,8.7,52.8,47.8,Pass
3438,17,Female,11,96,1,Graduate,High,0,6.2,52.8,45.2,Pass
3439,18,Male,12,88,1,Secondary,Medium,0,4.2,39.2,42.4,Pass
3440,17,Female,18,76,0,Higher Secondary,High,1,4.7,73.2,84.3,Pass
3441,16,Female,12,75,0,Higher Secondary,Low,0,4.4,45.3,47.2,Pass
3442,14,Female,16,77,0,Higher Secondary,Low,1,6.9,59.9,50.3,Pass
3443,16,Female,5,62,1,Primary,Medium,1,4.9,41.3,28.9,Fail
3444,14,Male,20,61,1,No Schooling,High,1,6.5,40.7,44.3,Pass
3445,14,Female,25,93,0,No Schooling,Low,0,5.9,64.3,51.1,Pass
3446,18,Female,12,77,0,Secondary,Medium,0,8.0,40.9,42.5,Pass
3447,16,Male,21,51,0,Higher Secondary,Low,1,5.6,49.3,53.2,Pass
3448,17,Male,25,86,1,Higher Secondary,High,1,6.3,73.4,72.0,Pass
3449,16,Female,11,83,1,Graduate,Medium,0,7.6,23.3,20.3,Fail
3450,18,Male,9,72,1,Primary,High,1,6.2,44.4,44.0,Pass
3451,14,Male,18,94,0,Primary,High,0,8.0,52.2,47.4,Pass
3452,18,Male,25,78,1,Secondary,High,0,7.3,42.7,52.5,Pass
3453,15,Female,3,84,1,No Schooling,Low,1,6.1,41.9,28.9,Fail
3454,15,Male,20,60,0,Higher Secondary,Medium,1,6.5,41.2,57.8,Pass
3455,17,Female,17,97,1,Secondary,High,1,8.8,58.8,54.0,Pass
3456,18,Female,14,82,0,Primary,Low,0,7.3,43.1,56.6,Pass
3457,17,Female,1,100,1,Primary,High,0,8.5,16.0,21.7,Fail
3458,17,Female,17,60,0,Primary,Low,0,4.9,26.2,38.6,Fail
3459,15,Male,25,58,0,Higher Secondary,Medium,0,6.4,60.4,64.6,Pass
3460,17,Female,27,63,1,Higher Secondary,Medium,1,8.5,61.4,61.8,Pass
3461,15,Male,8,58,0,Higher Secondary,Medium,0,5.6,25.5,31.7,Fail
3462,14,Female,5,88,1,Graduate,Medium,1,8.8,42.6,36.7,Fail
3463,18,Male,5,97,0,No Schooling,High,0,4.5,19.0,23.3,Fail
3464,17,Female,9,52,0,Primary,Low,0,8.5,25.0,37.2,Fail
3465,15,Male,3,78,0,Primary,Medium,1,6.2,31.8,44.2,Pass
3466,16,Female,19,68,1,Graduate,High,0,4.4,69.5,65.9,Pass
3467,17,Female,23,85,0,Primary,Medium,1,8.4,55.8,69.6,Pass
3468,14,Male,9,81,0,Primary,Medium,0,5.3,45.7,46.3,Pass
3469,14,Female,22,56,1,Higher Secondary,Medium,1,4.1,57.8,55.4,Pass
3470,16,Female,18,77,0,Higher Secondary,Low,0,4.7,38.7,48.7,Pass
3471,15,Female,16,93,0,No Schooling,Low,0,7.3,45.6,47.9,Pass
3472,17,Male,1,67,0,Primary,Low,1,8.9,35.3,29.4,Fail
3473,15,Female,2,54,0,Secondary,Medium,1,4.6,32.0,17.6,Fail
3474,14,Female,14,72,1,Primary,High,1,6.3,45.4,51.2,Pass
3475,15,Male,14,71,0,Primary,High,0,4.9,45.7,40.0,Pass
3476,14,Male,1,75,0,No Schooling,High,0,7.7,13.6,23.2,Fail
3477,15,Male,26,91,1,Secondary,Medium,0,4.6,67.5,66.9,Pass
3478,16,Male,26,61,0,Primary,Low,0,5.2,53.0,56.6,Pass
3479,18,Male,25,89,0,Secondary,High,0,5.0,73.5,63.2,Pass
3480,16,Female,16,68,1,Higher Secondary,Medium,0,6.8,52.0,62.6,Pass
3481,16,Female,15,96,1,Higher Secondary,Medium,1,8.4,52.5,50.4,Pass
3482,18,Female,26,50,1,Secondary,High,0,6.6,51.2,72.1,Pass
3483,18,Male,15,52,1,Primary,High,0,4.3,40.8,35.1,Fail
3484,17,Female,12,76,0,Secondary,Medium,1,6.8,44.2,56.3,Pass
3485,17,Male,16,67,1,Secondary,High,1,8.0,49.3,52.7,Pass
3486,16,Male,14,99,0,Higher Secondary,Medium,1,4.7,52.2,55.0,Pass
3487,16,Female,29,79,1,Secondary,High,1,4.4,89.0,71.5,Pass
3488,14,Male,24,51,0,Graduate,Low,1,4.9,51.8,45.7,Pass
3489,14,Male,15,54,1,Graduate,Medium,0,7.7,44.7,50.1,Pass
3490,17,Female,23,78,1,Higher Secondary,Low,0,7.0,85.1,69.7,Pass
3491,17,Male,15,82,0,Primary,High,1,6.7,43.6,56.8,Pass
3492,14,Male,19,91,1,Primary,Medium,1,5.2,65.7,63.8,Pass
3493,14,Female,8,69,1,Higher Secondary,High,0,5.7,38.1,30.9,Fail
3494,15,Male,2,79,1,Primary,Medium,1,8.8,34.6,25.6,Fail
3495,15,Male,2,91,0,No Schooling,High,0,5.2,30.7,24.0,Fail
3496,14,Female,27,54,1,Graduate,Low,0,8.5,50.9,57.8,Pass
3497,15,Female,10,99,1,No Schooling,Low,1,6.9,56.3,54.0,Pass
3498,18,Female,3,70,0,No Schooling,High,0,4.6,7.1,11.6,Fail
3499,17,Female,23,64,0,No Schooling,Low,0,6.3,71.7,78.3,Pass
3500,17,Male,17,69,1,Higher Secondary,Low,0,8.7,66.3,68.9,Pass
3501,14,Male,8,57,0,No Schooling,High,0,6.1,25.8,22.3,Fail
3502,16,Female,28,98,0,Secondary,Medium,1,8.3,86.9,81.1,Pass
3503,14,Male,23,80,0,Primary,High,1,5.3,60.6,54.2,Pass
3504,15,Male,4,61,1,Higher Secondary,Medium,1,6.9,32.4,24.0,Fail
3505,16,Female,14,70,1,Secondary,Low,1,8.2,43.2,32.6,Fail
3506,15,Female,21,79,0,Secondary,Low,1,8.6,68.4,75.7,Pass
3507,18,Male,10,76,1,Graduate,Low,0,6.4,35.0,47.0,Pass
3508,15,Female,29,93,0,Graduate,Low,0,7.2,79.3,71.5,Pass
3509,18,Female,1,75,1,Secondary,Low,0,4.0,26.6,12.9,Fail
3510,18,Female,4,82,0,Graduate,Medium,0,5.3,30.4,32.3,Fail
3511,15,Male,1,75,1,Primary,Medium,1,5.4,17.1,11.0,Fail
3512,15,Female,17,75,0,Primary,Medium,1,4.5,53.6,61.4,Pass
3513,18,Male,26,85,1,Graduate,High,0,5.4,56.0,55.1,Pass
3514,16,Male,17,89,1,No Schooling,Low,1,5.6,60.8,39.7,Fail
3515,18,Male,7,50,0,Secondary,Low,0,8.8,44.9,42.1,Pass
3516,17,Female,23,64,1,Primary,Low,0,7.3,42.8,48.1,Pass
3517,18,Female,20,99,1,Graduate,High,1,6.1,66.2,64.2,Pass
3518,16,Female,15,50,1,Graduate,High,1,8.9,39.1,43.3,Pass
3519,17,Female,13,60,1,Primary,High,1,4.8,35.1,41.8,Pass
3520,14,Female,28,51,1,Primary,Low,0,6.4,52.4,64.9,Pass
3521,14,Male,2,50,1,No Schooling,Medium,1,7.2,40.7,37.3,Fail
3522,16,Male,28,80,1,Graduate,High,0,4.3,86.4,80.9,Pass
3523,18,Male,19,93,1,Graduate,High,1,7.6,53.9,56.7,Pass
3524,15,Female,24,65,0,Higher Secondary,Medium,0,4.5,59.5,49.1,Pass
